MessageType,Seconds,Nanoseconds,r,theta,color,Latitude,Longitude,Position.x,Position.y,Position.z,Orientation.x,Orientation.y,Orientation.z,Orientation.w,LinearAccel.x,LinearAccel.y,LinearAccel.z,LeftFrontSpeed,LeftBackSpeed,RightFrontSpeed,RightBackSpeed
Imu,216,97000000,,,,,,,,,4.4317783163760295e-08,-9.689063646454978e-06,7.467391465352262e-10,0.99999999995306,-0.1070487958388501,0.0767206878069287,9.74529827688607,,,,
Cones,216,98000000,13.109895379596304,0.2280432445891158,2.0,,,,,,,,,,,,,,,,
Cones,216,98000000,9.494781634574968,0.3317209400860229,2.0,,,,,,,,,,,,,,,,
Cones,216,98000000,6.729930118431184,0.4167993001458598,2.0,,,,,,,,,,,,,,,,
Cones,216,98000000,2.1877156982834274,1.4857843039658365,2.0,,,,,,,,,,,,,,,,
Cones,216,98000000,12.796119532400263,-0.1502665074064448,1.0,,,,,,,,,,,,,,,,
Cones,216,98000000,9.083126861264956,-0.1941208001003517,1.0,,,,,,,,,,,,,,,,
Cones,216,98000000,6.3021590498183935,-0.3058807333541667,1.0,,,,,,,,,,,,,,,,
Cones,216,98000000,2.856214466419837,-1.2758602077262644,1.0,,,,,,,,,,,,,,,,
Cones,216,98000000,3.5490998957411075,-0.5691851226892091,0.0,,,,,,,,,,,,,,,,
Cones,216,98000000,3.882588134680799,-0.5107929069490829,0.0,,,,,,,,,,,,,,,,
Cones,216,98000000,4.044059924432446,0.735977937226436,0.0,,,,,,,,,,,,,,,,
Cones,216,98000000,4.2457643630944935,0.682391947600449,0.0,,,,,,,,,,,,,,,,
Imu,216,98000000,,,,,,,,,4.4317783207266296e-08,-9.689063646455509e-06,7.467391582142084e-10,0.99999999995306,0.1374742905603318,-0.0454605194393954,9.664745288972952,,,,
CarState,216,99000000,,,,,,0.0,0.0,0.2577076865598957,0.0,0.0,0.0,1.0,,,,,,,
Imu,216,99000000,,,,,,,,,4.431778325242389e-08,-9.689063646448927e-06,7.467391703436615e-10,0.99999999995306,0.0431043701076769,-0.0491887663027158,9.777263863209482,,,,
WheelSpeeds,216,99000000,,,,,,,,,,,,,,,,999.7667846679688,-0.4983364641666412,998.9443969726562,0.5272635221481323
Imu,216,100000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.0769815123261162,0.097666899154408,9.733906799436758,,,,
Imu,216,101000000,,,,,,,,,4.431778333991432e-08,-9.68906364643154e-06,7.467391938040558e-10,0.99999999995306,0.044548902686513,-0.0970802052985089,9.80147671218135,,,,
Imu,216,102000000,,,,,,,,,4.4317783383274435e-08,-9.689063646432744e-06,7.467392054298762e-10,0.99999999995306,-0.108719414147605,-0.0297841017087013,9.779733465325728,,,,
Imu,216,103000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.0068545368965452,0.0923144067220766,9.711967314826763,,,,
CarState,216,104000000,,,,,,0.0,0.0,0.2577076865598957,0.0,0.0,0.0,1.0,,,,,,,
Imu,216,104000000,,,,,,,,,4.431778347314625e-08,-9.689063646428952e-06,7.46739229507318e-10,0.99999999995306,-0.0471329156311678,0.0108220745000644,9.932515558725113,,,,
WheelSpeeds,216,104000000,,,,,,,,,,,,,,,,998.5576782226562,0.1729397475719452,998.8387451171876,-1.5143498182296753
Imu,216,105000000,,,,,,,,,4.43177835164497e-08,-9.689063646433425e-06,7.467392410256137e-10,0.99999999995306,0.1163113933000928,-0.152468898811871,9.801375711383702,,,,
Imu,216,106000000,,,,,,,,,4.431778356271082e-08,-9.689063646430118e-06,7.467392534295811e-10,0.99999999995306,0.0095975913376645,0.0930670592540488,9.814784123892055,,,,
Imu,216,107000000,,,,,,,,,0.0,0.0,0.0,1.0,0.1401827478492022,0.1059289667022643,9.802851085776767,,,,
Imu,216,108000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.1298679650141676,-0.0920856154844129,9.738812387920964,,,,
CarState,216,109000000,,,,,,0.0,0.0,0.2577076865598957,0.0,0.0,0.0,1.0,,,,,,,
Imu,216,109000000,,,,,,,,,0.0,0.0,0.0,1.0,0.0622307904420394,-0.0721465310619268,9.787755111031856,,,,
WheelSpeeds,216,109000000,,,,,,,,,,,,,,,,998.6748657226562,-0.4459447264671325,997.5694580078124,2.486654043197632
Imu,216,110000000,,,,,,,,,4.431778374084578e-08,-9.689063646411697e-06,7.467393010059392e-10,0.99999999995306,0.1162412880206637,-0.0200397661497343,9.911905214241369,,,,
Imu,216,111000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.0412211929110217,0.0065690168970618,9.817607257143491,,,,
Imu,216,112000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.0832406917577947,0.1388019657990319,9.929289280545788,,,,
Imu,216,113000000,,,,,,,,,4.431778387414283e-08,-9.689063646411089e-06,7.467393367545095e-10,0.99999999995306,0.0538289798965896,-0.0013710080428667,9.761482008044675,,,,
CarState,216,114000000,,,,,,0.0,0.0,0.2577076865598957,0.0,0.0,0.0,1.0,,,,,,,
Imu,216,114000000,,,,,,,,,4.43177839196836e-08,-9.689063646411515e-06,7.467393489689822e-10,0.99999999995306,-0.0309302254740532,-0.0413492758708776,9.9120370598715,,,,
WheelSpeeds,216,114000000,,,,,,,,,,,,,,,,999.1976318359376,-0.5896919965744019,999.7285766601562,1.1189489364624023
Imu,216,115000000,,,,,,,,,0.0,0.0,0.0,1.0,0.0317046425863308,0.1761216054906104,9.888441143621742,,,,
Imu,216,116000000,,,,,,,,,0.0,0.0,0.0,1.0,0.1337324440680524,0.1232858357449281,9.919338197304343,,,,
Imu,216,117000000,,,,,,,,,4.4317784053565865e-08,-9.68906364641092e-06,7.467393847339262e-10,0.99999999995306,-0.072588017724418,-0.117932644157717,9.804418268921646,,,,
Imu,216,118000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.0415814467956777,0.0357620559437009,9.872494199389376,,,,
CarState,216,119000000,,,,,,0.0,0.0,0.2577076865598957,0.0,0.0,0.0,1.0,,,,,,,
Imu,216,119000000,,,,,,,,,0.0,0.0,0.0,1.0,0.0888767306591499,0.0235324666363399,9.739060872913033,,,,
WheelSpeeds,216,119000000,,,,,,,,,,,,,,,,999.5071411132812,-0.3441405296325683,999.2529296875,-0.0479585193097591
Imu,216,120000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.0903543754237857,0.1417270313519921,9.880679076066894,,,,
Imu,216,121000000,,,,,,,,,4.431778423344751e-08,-9.689063646411265e-06,7.467394328353602e-10,0.99999999995306,-0.0306221770415627,0.013486143570608,9.724522163198122,,,,
Imu,216,122000000,,,,,,,,,4.4317784277381913e-08,-9.689063646411978e-06,7.467394445905232e-10,0.99999999995306,-0.0956589404871453,-0.0564355321196826,9.760924253702786,,,,
Imu,216,123000000,,,,,,,,,0.0,0.0,0.0,1.0,0.0361149609782744,-0.006448728380449,9.754637136152734,,,,
CarState,216,124000000,,,,,,0.0,0.0,0.2577076865598958,0.0,0.0,0.0,1.0,,,,,,,
Imu,216,124000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.1328499912096945,-0.0070188016278034,9.911604454848195,,,,
WheelSpeeds,216,124000000,,,,,,,,,,,,,,,,998.8204345703124,-0.8040698170661926,998.364501953125,-1.294430136680603
Imu,216,125000000,,,,,,,,,0.0,0.0,0.0,1.0,0.0684933821979633,0.0246863191119267,9.906298311835426,,,,
Imu,216,126000000,,,,,,,,,0.0,0.0,0.0,1.0,0.0086856029765154,-0.0181081088418638,9.784888000777675,,,,
Imu,216,127000000,,,,,,,,,0.0,0.0,0.0,1.0,0.0181902707020831,-0.0992023185517278,9.636881692727158,,,,
Imu,216,128000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.0568346635817282,-0.0240887958321208,9.789302226441196,,,,
CarState,216,129000000,,,,,,0.0,0.0,0.2577076865598958,0.0,0.0,0.0,1.0,,,,,,,
Imu,216,129000000,,,,,,,,,4.431778458745568e-08,-9.689063646395244e-06,7.46739527728193e-10,0.99999999995306,0.1714312883800736,0.0489254133358276,9.749654541293522,,,,
WheelSpeeds,216,129000000,,,,,,,,,,,,,,,,1000.0170288085938,0.8564912676811218,998.1407470703124,1.709449052810669
Imu,216,130000000,,,,,,,,,4.4317784629796536e-08,-9.68906364640019e-06,7.467395390341176e-10,0.99999999995306,0.0216519195085065,-0.1273826651548187,9.739687209259214,,,,
Imu,216,131000000,,,,,,,,,4.431778467426937e-08,-9.68906364639734e-06,7.46739551043657e-10,0.99999999995306,-0.0002006418447663,0.0740691876539031,9.751807721457128,,,,
Imu,216,132000000,,,,,,,,,0.0,0.0,0.0,1.0,0.0537944790920072,0.0605659252568259,9.790028632602649,,,,
Imu,216,133000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.0953383465855347,-0.0094280542497535,9.78554613040346,,,,
CarState,216,134000000,,,,,,0.0,0.0,0.2577076865598958,0.0,0.0,0.0,1.0,,,,,,,
Imu,216,134000000,,,,,,,,,0.0,0.0,0.0,1.0,0.0556973622293881,-0.139729259388289,9.81529525988711,,,,
WheelSpeeds,216,134000000,,,,,,,,,,,,,,,,999.9255981445312,-0.7251247763633728,999.2958984375,0.7918641567230225
Imu,216,135000000,,,,,,,,,0.0,0.0,0.0,1.0,0.066747380313667,-0.1327986227386757,9.736206903484089,,,,
Imu,216,136000000,,,,,,,,,4.4317784894542043e-08,-9.689063646406852e-06,7.467396101176518e-10,0.99999999995306,0.0403361866142606,0.0347572451912069,9.88994119818486,,,,
Imu,216,137000000,,,,,,,,,4.4317784937787813e-08,-9.689063646408522e-06,7.46739621720586e-10,0.99999999995306,0.0848998030658909,-0.0551705617398543,9.824635004199958,,,,
Cones,216,138000000,13.36310046943298,0.2275554941281144,2.0,,,,,,,,,,,,,,,,
Cones,216,138000000,9.44116802042672,0.3296895554518098,2.0,,,,,,,,,,,,,,,,
Cones,216,138000000,6.655888885260986,0.428176429129016,2.0,,,,,,,,,,,,,,,,
Cones,216,138000000,2.2273957695293456,1.460276119421853,2.0,,,,,,,,,,,,,,,,
Cones,216,138000000,13.176292077247403,-0.1419962300027445,1.0,,,,,,,,,,,,,,,,
Cones,216,138000000,9.165844834062954,-0.1951260548622884,1.0,,,,,,,,,,,,,,,,
Cones,216,138000000,6.385225596146635,-0.2975141228121845,1.0,,,,,,,,,,,,,,,,
Cones,216,138000000,2.7888247527547123,-1.3033284574085355,1.0,,,,,,,,,,,,,,,,
Cones,216,138000000,3.569433690369324,-0.5561187508661417,0.0,,,,,,,,,,,,,,,,
Cones,216,138000000,3.898283590855372,-0.5109741623179653,0.0,,,,,,,,,,,,,,,,
Cones,216,138000000,4.033162817605069,0.7285006816042265,0.0,,,,,,,,,,,,,,,,
Cones,216,138000000,4.317445193484683,0.6810509599341218,0.0,,,,,,,,,,,,,,,,
Imu,216,138000000,,,,,,,,,4.43177849835539e-08,-9.689063646409544e-06,7.467396339042812e-10,0.99999999995306,-0.005786138436212,-0.062285242319181,9.842798057231748,,,,
CarState,216,139000000,,,,,,0.0,0.0,0.2577076865598958,0.0,0.0,0.0,1.0,,,,,,,
Imu,216,139000000,,,,,,,,,4.431778502803597e-08,-9.689063646407477e-06,7.467396458852677e-10,0.99999999995306,-0.0262696360460627,0.1207601545933907,9.71098381327727,,,,
WheelSpeeds,216,139000000,,,,,,,,,,,,,,,,999.3792114257812,0.0251493845134973,999.7584838867188,-1.337875485420227
Imu,216,140000000,,,,,,,,,0.0,0.0,0.0,1.0,0.0901089737418072,0.1271590260597454,9.895487533963358,,,,
Imu,216,141000000,,,,,,,,,4.4317785116985786e-08,-9.689063646410657e-06,7.46739669675358e-10,0.99999999995306,0.0275627273769055,0.0590895427075759,9.721855692388685,,,,
Imu,216,142000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.0837846608675498,-0.0317795508253945,9.892208667649436,,,,
Imu,216,143000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.0296328212950985,-0.0380344389700253,9.847624924984348,,,,
CarState,216,144000000,,,,,,0.0,0.0,0.2577076865598958,0.0,0.0,0.0,1.0,,,,,,,
Imu,216,144000000,,,,,,,,,0.0,0.0,0.0,1.0,0.0576849564700676,-0.0661686811306439,9.763331344352284,,,,
WheelSpeeds,216,144000000,,,,,,,,,,,,,,,,1000.1878051757812,-0.3853023648262024,1000.498779296875,-0.3246656954288482
Imu,216,145000000,,,,,,,,,4.431778529477841e-08,-9.689063646418248e-06,7.467397171858554e-10,0.99999999995306,-0.0085283156199103,-0.0342792905995121,9.839623193668954,,,,
Imu,216,146000000,,,,,,,,,4.4317785340311264e-08,-9.689063646415188e-06,7.467397294311839e-10,0.99999999995306,-0.0116137840058114,0.1804913838300604,9.738285717786669,,,,
Imu,216,147000000,,,,,,,,,4.431778538495492e-08,-9.689063646421388e-06,7.467397413457953e-10,0.99999999995306,-0.0054619318326642,-0.1117364712555269,9.957473825339664,,,,
Imu,216,148000000,,,,,,,,,0.0,0.0,0.0,1.0,0.010153156308662,-0.122401983926286,9.78332336640989,,,,
CarState,216,149000000,,,,,,0.0,0.0,0.2577076865598958,0.0,0.0,0.0,1.0,,,,,,,
Imu,216,149000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.1122527704923216,-0.1293584651150894,9.76888789683436,,,,
WheelSpeeds,216,149000000,,,,,,,,,,,,,,,,995.9256591796876,-0.382934957742691,999.988525390625,0.9724634289741516
Imu,216,150000000,,,,,,,,,0.0,0.0,0.0,1.0,0.0067164476084611,0.0041570289850769,9.830285021843,,,,
Imu,216,151000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.0562467125058859,0.1735227609260442,9.647002411109742,,,,
Imu,216,152000000,,,,,,,,,4.43177856052543e-08,-9.689063646420176e-06,7.467398004301802e-10,0.99999999995306,-0.0172850012069078,0.0306264809534627,9.802190438371886,,,,
Imu,216,153000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.0635949056479008,0.0125372845621779,9.744498951104582,,,,
CarState,216,154000000,,,,,,0.0,0.0,0.2577076865598958,0.0,0.0,0.0,1.0,,,,,,,
Imu,216,154000000,,,,,,,,,4.4317785694130346e-08,-9.689063646418647e-06,7.467398242905964e-10,0.99999999995306,-0.1040013271098028,0.1375470966125879,9.843197613017894,,,,
WheelSpeeds,216,154000000,,,,,,,,,,,,,,,,997.5709838867188,1.986414909362793,997.7967529296876,1.1270153522491455
Imu,216,155000000,,,,,,,,,4.431778573813682e-08,-9.689063646423122e-06,7.467398359691364e-10,0.99999999995306,0.0342431548241687,-0.0397118598532611,9.66564470009308,,,,
Imu,216,156000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.1298973890470828,0.0196775413184911,9.7598468942691,,,,
Imu,216,157000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.0914577307557178,-0.0620593834555348,9.618730543714188,,,,
Imu,216,158000000,,,,,,,,,0.0,0.0,0.0,1.0,0.0003068940516984,-0.0297340601572708,9.94324591187341,,,,
CarState,216,159000000,,,,,,0.0,0.0,0.2577076865598958,0.0,0.0,0.0,1.0,,,,,,,
Imu,216,159000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.0040812772298143,0.0749428356931597,9.821390424850849,,,,
WheelSpeeds,216,159000000,,,,,,,,,,,,,,,,997.3578491210938,1.879261374473572,997.942626953125,0.3938439190387726
Imu,216,160000000,,,,,,,,,4.4317785959896886e-08,-9.689063646400894e-06,7.467398953800285e-10,0.99999999995306,-0.0432070210093174,0.0712323204472675,9.67411118092888,,,,
Imu,216,161000000,,,,,,,,,4.431778600274484e-08,-9.68906364639756e-06,7.467399070311165e-10,0.99999999995306,0.0226340960691344,0.0396057145017425,9.775437801625085,,,,
Imu,216,162000000,,,,,,,,,4.4317786046537775e-08,-9.68906364639804e-06,7.467399187576173e-10,0.99999999995306,0.1033987178072351,-0.0599991349853529,9.813073272526731,,,,
Imu,216,163000000,,,,,,,,,4.4317786089763395e-08,-9.689063646399296e-06,7.467399303791448e-10,0.99999999995306,0.0071577613733022,-0.101680670755,9.845204696654305,,,,
CarState,216,164000000,,,,,,0.0,0.0,0.2577076865598958,0.0,0.0,0.0,1.0,,,,,,,
Imu,216,164000000,,,,,,,,,4.431778613392004e-08,-9.689063646396974e-06,7.467399422908716e-10,0.99999999995306,0.1495163873452102,-0.0855342759227796,9.714976238645148,,,,
WheelSpeeds,216,164000000,,,,,,,,,,,,,,,,999.8173828125,0.4415366351604461,998.4208374023438,-0.8592644333839417
Imu,216,165000000,,,,,,,,,4.43177861762595e-08,-9.689063646401422e-06,7.467399535976172e-10,0.99999999995306,0.1937696444061249,0.060106712329644,9.889446667232775,,,,
Imu,216,166000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.0799830363074403,0.029156161092922,9.80636560700415,,,,
Imu,216,167000000,,,,,,,,,4.4317786264652564e-08,-9.689063646400043e-06,7.46739977363777e-10,0.99999999995306,-0.0918222283894983,-0.0545189431047399,9.745901547195578,,,,
Imu,216,168000000,,,,,,,,,4.4317786308402266e-08,-9.689063646397816e-06,7.46739989102454e-10,0.99999999995306,-0.1787877435334004,-0.1953004452987745,9.695122499763835,,,,
CarState,216,169000000,,,,,,0.0,0.0,0.2577076865598959,0.0,0.0,0.0,1.0,,,,,,,
Imu,216,169000000,,,,,,,,,4.4317786353033775e-08,-9.689063646395498e-06,7.467400011169984e-10,0.99999999995306,0.025388263926281,-0.0357618173996916,9.92720938794099,,,,
WheelSpeeds,216,169000000,,,,,,,,,,,,,,,,1000.0860595703124,1.4301170110702517,1002.6063232421876,-1.0173603296279907
Imu,216,170000000,,,,,,,,,4.4317786395985234e-08,-9.689063646381903e-06,7.467400125619194e-10,0.99999999995306,0.0114107876089334,0.0127599768954999,9.744506185595048,,,,
Imu,216,171000000,,,,,,,,,4.431778644189823e-08,-9.689063646379325e-06,7.467400248938873e-10,0.99999999995306,0.0308516088887995,-0.0421878394581494,9.90652732693401,,,,
Imu,216,172000000,,,,,,,,,4.43177864852784e-08,-9.689063646381e-06,7.46740036527925e-10,0.99999999995306,0.0213751241396652,0.0980336869273309,9.879584986065296,,,,
Imu,216,173000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.0081978590565397,-0.002567577112858,9.82222678048536,,,,
CarState,216,174000000,,,,,,0.0,0.0,0.2577076865598959,0.0,0.0,0.0,1.0,,,,,,,
Imu,216,174000000,,,,,,,,,0.0,0.0,0.0,1.0,0.0665285167703573,-0.0229491858262476,9.813353284028231,,,,
WheelSpeeds,216,174000000,,,,,,,,,,,,,,,,997.7647094726562,-0.0924084186553955,999.0986938476562,-0.7614207863807678
Imu,216,175000000,,,,,,,,,4.4317786617663305e-08,-9.689063646383424e-06,7.467400719599766e-10,0.99999999995306,0.129466891778075,0.1089032987249423,9.863583808958564,,,,
Imu,216,176000000,,,,,,,,,4.4317786662494834e-08,-9.689063646382606e-06,7.46740084051986e-10,0.99999999995306,0.0130299207602941,0.0229929915891367,9.83070969704537,,,,
Imu,216,177000000,,,,,,,,,0.0,0.0,0.0,1.0,0.0977657672844022,-0.0452402272943812,9.882145464362868,,,,
Cones,216,178000000,13.424389341958571,0.2328885304842227,2.0,,,,,,,,,,,,,,,,
Cones,216,178000000,9.529578723285624,0.3287268590815176,2.0,,,,,,,,,,,,,,,,
Cones,216,178000000,6.744428415252399,0.4204763538412728,2.0,,,,,,,,,,,,,,,,
Cones,216,178000000,2.1891866148284937,1.4772244588399313,2.0,,,,,,,,,,,,,,,,
Cones,216,178000000,12.919383934495094,-0.1508664759158928,1.0,,,,,,,,,,,,,,,,
Cones,216,178000000,9.172845478328409,-0.1973891438441854,1.0,,,,,,,,,,,,,,,,
Cones,216,178000000,6.3784079962116085,-0.2889688442202096,1.0,,,,,,,,,,,,,,,,
Cones,216,178000000,2.8085845285136792,-1.284676162960166,1.0,,,,,,,,,,,,,,,,
Cones,216,178000000,3.5394749951297046,-0.5714230966293127,0.0,,,,,,,,,,,,,,,,
Cones,216,178000000,3.852992686230696,-0.5223874996349619,0.0,,,,,,,,,,,,,,,,
Cones,216,178000000,4.018110115384495,0.7366565847918692,0.0,,,,,,,,,,,,,,,,
Cones,216,178000000,4.370662306297346,0.6700293073568421,0.0,,,,,,,,,,,,,,,,
Imu,216,178000000,,,,,,,,,4.431778675049438e-08,-9.68906364638732e-06,7.467401076176366e-10,0.99999999995306,0.0062647982739164,-0.1483946414628743,9.77134777694794,,,,
CarState,216,179000000,,,,,,0.0,0.0,0.2577076865598959,0.0,0.0,0.0,1.0,,,,,,,
Imu,216,179000000,,,,,,,,,4.4317786796513525e-08,-9.689063646382506e-06,7.467401199439925e-10,0.99999999995306,0.0337895570544949,-0.0395008893475172,9.869727485257854,,,,
WheelSpeeds,216,179000000,,,,,,,,,,,,,,,,999.203369140625,0.1847460567951202,999.0881958007812,0.2952085733413696
Imu,216,180000000,,,,,,,,,4.4317786839474864e-08,-9.689063646389211e-06,7.467401313895615e-10,0.99999999995306,-0.0474942081782936,-0.015875774639467,9.869295988829688,,,,
Imu,216,181000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.0931661207863732,0.0977651597199768,9.844840266568433,,,,
Imu,216,182000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.0913973385617436,0.0815786925709413,9.71711576040576,,,,
Imu,216,183000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.0788450373216177,0.0323580951477191,9.863251447622469,,,,
CarState,216,184000000,,,,,,0.0,0.0,0.2577076865598959,0.0,0.0,0.0,1.0,,,,,,,
Imu,216,184000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.0829087315950437,0.0612779636677195,9.670567375000877,,,,
WheelSpeeds,216,184000000,,,,,,,,,,,,,,,,998.54638671875,-1.6116211414337158,998.5531005859376,-0.4645082652568817
Imu,216,185000000,,,,,,,,,4.431778706320248e-08,-9.689063646395273e-06,7.467401912445053e-10,0.99999999995306,-0.0028963734331824,-0.0202569598429049,9.7834277790561,,,,
Imu,216,186000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.0562983142637516,0.0792467097966599,9.852740163164816,,,,
Imu,216,187000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.0246181258261733,0.0876010113220739,9.715007919898545,,,,
Imu,216,188000000,,,,,,,,,4.431778719736242e-08,-9.689063646395466e-06,7.467402271993331e-10,0.99999999995306,-0.0302145155373064,0.0106681644270856,9.824848728584202,,,,
CarState,216,189000000,,,,,,0.0,0.0,0.2577076865598959,0.0,0.0,0.0,1.0,,,,,,,
Imu,216,189000000,,,,,,,,,0.0,0.0,0.0,1.0,0.0144661628627166,0.029537334689868,9.647164826115738,,,,
WheelSpeeds,216,189000000,,,,,,,,,,,,,,,,999.09326171875,-1.0248435735702517,997.8616333007812,-0.5668789744377136
Imu,216,190000000,,,,,,,,,0.0,0.0,0.0,1.0,0.1556135650274965,0.0882992943667526,9.725095624926343,,,,
Imu,216,191000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.0856318098042357,0.0401953281960004,9.824017023945824,,,,
Imu,216,192000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.014746808580014,0.1118711272521513,9.967049804325187,,,,
Imu,216,193000000,,,,,,,,,4.4317787420198005e-08,-9.689063646399008e-06,7.467402868602921e-10,0.99999999995306,-0.0639005461668615,-0.0247841643710213,9.82335219385497,,,,
CarState,216,194000000,,,,,,0.0,0.0,0.2577076865598959,0.0,0.0,0.0,1.0,,,,,,,
Imu,216,194000000,,,,,,,,,4.431778746357781e-08,-9.689063646399174e-06,7.467402986019673e-10,0.99999999995306,-0.0433876930365469,-0.0480443101050267,9.765288608047554,,,,
WheelSpeeds,216,194000000,,,,,,,,,,,,,,,,999.0031127929688,0.1285446882247924,999.2805786132812,-0.3820793628692627
Imu,216,195000000,,,,,,,,,4.4317787506092626e-08,-9.689063646403884e-06,7.467403099488518e-10,0.99999999995306,0.0502665590786797,0.0207141498500223,9.812832636516037,,,,
Imu,216,196000000,,,,,,,,,4.431778755097426e-08,-9.68906364640353e-06,7.467403220535276e-10,0.99999999995306,-0.0012168037498487,0.0412750698333216,9.81852673884965,,,,
Imu,216,197000000,,,,,,,,,0.0,0.0,0.0,1.0,0.0418274602864146,0.0840243232448878,9.737086894540214,,,,
Imu,216,198000000,,,,,,,,,4.431778763780542e-08,-9.689063646402996e-06,7.467403453639433e-10,0.99999999995306,0.15482032452863,0.0234742091004983,9.784107767425716,,,,
CarState,216,199000000,,,,,,0.0,0.0,0.2577076865598959,0.0,0.0,0.0,1.0,,,,,,,
Imu,216,199000000,,,,,,,,,4.4317787682485477e-08,-9.689063646405917e-06,7.467403573936982e-10,0.99999999995306,-0.0070380251255273,0.0859030308418515,9.646878639062267,,,,
WheelSpeeds,216,199000000,,,,,,,,,,,,,,,,999.443603515625,1.029993772506714,999.199462890625,1.9559184312820437
GPS,216,200000000,,,,55.94449780997373,-3.186503890277806,,,,,,,,,,,,,,
Imu,216,200000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.0868970592972012,-0.1046314292172408,9.995242575151554,,,,
Imu,216,201000000,,,,,,,,,4.43177877694177e-08,-9.689063646407057e-06,7.467403807442033e-10,0.99999999995306,0.0250632583879773,0.0250212473452101,9.714021840239852,,,,
Imu,216,202000000,,,,,,,,,0.0,0.0,0.0,1.0,0.1352147572105723,0.0586439294325404,9.66762148969076,,,,
Imu,216,203000000,,,,,,,,,4.4317787856858326e-08,-9.689063646383014e-06,7.467404041880403e-10,0.99999999995306,0.0884536530249682,0.034267319776494,9.83791667096544,,,,
CarState,216,204000000,,,,,,0.0,0.0,0.2577076865598959,0.0,0.0,0.0,1.0,,,,,,,
Imu,216,204000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.2304766506693025,0.0518626434785601,9.89896926761647,,,,
WheelSpeeds,216,204000000,,,,,,,,,,,,,,,,999.8292236328124,-0.5260322690010071,998.2340087890624,-0.069880299270153
Imu,216,205000000,,,,,,,,,4.4317787945835895e-08,-9.689063646385373e-06,7.467404279626764e-10,0.99999999995306,-0.1097654026980803,0.0119565249393143,9.9054359773514,,,,
Imu,216,206000000,,,,,,,,,4.431778799048253e-08,-9.68906364638278e-06,7.467404400140391e-10,0.99999999995306,-0.0720250246386511,-0.0592727343804495,9.796385805391118,,,,
Imu,216,207000000,,,,,,,,,0.0,0.0,0.0,1.0,0.0139901057285178,0.0044558847372639,9.773994728578955,,,,
Imu,216,208000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.0041801446139269,0.0662993727559555,9.817360744073431,,,,
CarState,216,209000000,,,,,,0.0,0.0,0.2577076865598959,0.0,0.0,0.0,1.0,,,,,,,
Imu,216,209000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.0206298091953416,0.0964822257027478,9.934253256559227,,,,
WheelSpeeds,216,209000000,,,,,,,,,,,,,,,,997.8031616210938,-1.1088947057724,1000.9739379882812,0.7139390707015991
Imu,216,210000000,,,,,,,,,0.0,0.0,0.0,1.0,-0.0749766551503135,0.0375276920361786,9.674334117773595,,,,
Imu,216,211000000,,,,,,,,,4.431778821234637e-08,-9.689063646380856e-06,7.467404994663125e-10,0.99999999995306,-0.0395272923815367,0.045828135429648,9.766099880599803,,,,
Imu,216,212000000,,,,,,,,,4.43177882570089e-08,-9.689063646382054e-06,7.46740511387864e-10,0.99999999995306,0.0964659144586924,0.0269862026768935,9.729537719450295,,,,
Imu,216,213000000,,,,,,,,,4.431778830079573e-08,-9.689063646385329e-06,7.467405231365685e-10,0.99999999995306,-0.0159880553037845,0.0342252464858504,9.779753217224147,,,,
CarState,216,214000000,,,,,,0.0,0.0,0.257707686559896,0.0,0.0,0.0,1.0,,,,,,,
Imu,216,214000000,,,,,,,,,0.0,0.0,0.0,1.0,0.0758341873619297,0.078675666538891,9.854720745749216,,,,
WheelSpeeds,216,214000000,,,,,,,,,,,,,,,,998.906494140625,-0.9399970173835754,1000.4872436523438,-0.3002766966819763
